CLUSTER,REGION,IS_MALE,IS_FEMALE,TOTAL_SPEND_WATCHES,TOTAL_SPEND_ACCESSORIES,TOTAL_SPEND_BAGS,TOTAL_SPEND_WALLETS,TOTAL_SPEND_JEWELRY,EMAIL_CLICK_RATE,DAYS_SINCE_LAST_EMAIL_CLICK,MOBILE_SESSION_SHARE,DESKTOP_SESSION_SHARE,IS_18_24,IS_25_34,IS_35_44,IS_45_54,IS_55_PLUS,SPENT_ON_BLACK_FRIDAY,SPENT_IN_HOLIDAY_SEASON,SPENT_AROUND_VALENTINE,TOTAL_SPEND
Cluster 2,EMEA,1,0,496.08711405407433,86.59701844165306,14.571430799919177,214.7201458688916,37.15590900311362,0.32,53,0.93343503259493,0.06656496740507001,0,1,0,0,0,87.15780121247568,184.6492878709063,231.62381136518462,849.1316181676518
Cluster 2,AMERICAS,1,0,350.654476704543,21.29724096559842,38.93774649419648,180.34848990213678,43.44470812828995,0.34,80,0.7725101242114384,0.2274898757885616,0,1,0,0,0,35.69579021066604,156.31547935499864,252.11235908186762,634.6826621947646
Cluster 2,AMERICAS,0,1,51.96787805261531,29.84096455027237,277.5652179833862,42.14150637850413,480.35480570924574,0.12,8,0.8940696143822683,0.10593038561773171,0,1,0,0,0,58.758486784080695,243.61316241015177,163.31294558284458,881.8703726740238
Cluster 2,APAC,1,0,402.6736420449831,148.59830801450752,19.261937438601954,241.38189095153578,11.71350220476453,0.21,3,0.6529091242812403,0.34709087571875974,1,0,0,0,0,213.7427355447922,123.91483988535464,51.781466776530245,823.6292806543929
Cluster 2,AMERICAS,0,1,93.63595620358535,69.29944983345837,366.273541244394,43.69302018999736,374.64823127584674,0.27,61,0.981963935206119,0.01803606479388098,0,0,1,0,0,59.32291209978161,154.21463810167756,41.518269198165726,947.5501987472819
Cluster 2,APAC,0,1,70.40417260417198,100.66159205675618,348.45063743981746,16.79524024202941,338.99503998005787,0.36,29,0.23105221752164284,0.7689477824783572,0,0,0,1,0,64.48705817568285,136.63262226303328,79.68724146501356,875.3066823228329
Cluster 2,AMERICAS,1,0,331.29534320072014,81.60975861509336,38.655884478323955,140.6414047474548,18.090167220981396,0.16,40,0.8285344840443252,0.17146551595567483,0,0,1,0,0,88.1775675841083,194.86888126590793,77.11780411685135,610.2925582625736
Cluster 2,APAC,1,0,376.55975288727757,126.8380230560967,36.380430745630804,219.43621758120528,20.87784157673795,0.29,67,0.8553251219984784,0.14467487800152157,0,0,1,0,0,39.20606201578079,103.90237245845452,27.183392656447914,780.0922658469483
Cluster 2,APAC,1,0,464.75347915982456,28.20823808056087,41.07161933628908,223.24718994426567,28.460917103544272,0.39,88,0.7461158143807262,0.25388418561927384,0,1,0,0,0,43.15124924149162,136.46924528066947,156.2298185586782,785.7414436244844
Cluster 2,EMEA,0,1,89.96176989306286,127.162495944305,326.00797569599644,44.32481577004414,456.75447780344984,0.2,59,0.8103797181096094,0.1896202818903906,1,0,0,0,0,287.2839197459186,183.35438195677943,18.489468366193925,1044.2115351068583
Cluster 2,AMERICAS,0,1,16.05303225706311,32.33933178681706,399.7785224066581,23.06556997703644,449.6367824097693,0.33,74,0.28094716323363217,0.7190528367663678,0,0,0,1,0,61.404606876012494,110.80605448959993,38.62940022131249,920.8732388373439
Cluster 2,AMERICAS,0,1,80.53644259677128,93.60348985925921,262.5555978420708,36.173680219708785,346.40363606176214,0.06,78,0.3484159118932953,0.6515840881067048,0,0,0,0,1,37.80603910613374,76.52891552019064,56.04721461055694,819.2728465795722
Cluster 2,EMEA,0,1,87.79899221815276,96.30174585265792,316.19007597763584,49.62716628263063,451.3460334137136,0.2,74,0.19280250837258206,0.8071974916274179,0,0,0,0,1,61.253603575502844,223.6821575882764,44.12148925380823,1001.2640137447908
Cluster 2,EMEA,0,1,29.047230871287507,149.43204423485486,396.2235815735871,35.980357188297894,460.88281193549466,0.3,25,0.8005833546665434,0.1994166453334566,0,0,1,0,0,84.95487116821681,122.48626452316583,87.72772791669544,1071.566025803522
Cluster 3,APAC,0,1,72.74222253026284,104.32306437994602,255.05764269037203,16.248262747464878,427.1880653653422,0.26,15,1.0,0.0,1,0,0,0,0,389.7488790299422,62.12098154298196,71.68558091014052,875.559257713388
Cluster 3,EMEA,0,1,85.43394774897783,124.36542152718506,392.1840293857649,31.437403154084727,397.69912653198105,0.19,77,0.8299774563721565,0.17002254362784353,1,0,0,0,0,328.5155220647268,65.71156618474544,76.65082509335589,1031.1199283479937
Cluster 3,EMEA,1,0,306.3487530745977,75.03356873991568,13.382615123889515,191.02704333102088,45.2389202255863,0.36,62,1.0,0.0,0,0,1,0,0,97.85682774892753,186.69075548150178,43.78969987011214,631.0309004950101
Cluster 3,AMERICAS,0,1,99.75141099132424,23.903380692821067,379.4731731581864,34.90522134394632,494.6765238329642,0.21,20,0.10642344527887612,0.8935765547211239,0,0,0,0,1,45.63654298728444,183.86172183237585,90.27037929309063,1032.7097100192423
Cluster 3,EMEA,1,0,314.20697780880045,47.40310320150372,19.174631081506895,170.36608165713682,20.742486698145704,0.09,52,0.6,0.4,0,0,1,0,0,98.67734490585569,83.20436472857216,20.29883667511227,571.8932804470936
Cluster 3,EMEA,0,1,39.36285262370321,58.91983858169528,246.50119844156623,15.187159128969414,351.2926122033532,0.17,13,0.8332065249164406,0.16679347508355935,1,0,0,0,0,268.5290293045043,222.93178437162803,23.94327800290984,711.2636609792874
Cluster 3,EMEA,0,1,73.60079803099299,100.23844476412711,231.19617273978662,29.139844650238476,456.1112053774428,0.16,24,0.8781362222362511,0.1218637777637489,0,0,1,0,0,53.90508866896113,66.45446485541238,51.36256514922607,890.2864655625881
Cluster 3,EMEA,1,0,356.3838085809458,67.29525334832135,17.629039503635788,152.05935527490925,31.889500816825723,0.4,17,0.3805890228547826,0.6194109771452174,0,0,0,1,0,58.42204348275126,218.02161568783998,99.05060178685508,625.2569575246379
Cluster 3,AMERICAS,0,1,57.04841274056828,81.21275630901297,331.2110043951408,32.38315417861368,437.4078301164961,0.28,48,0.7075534011870446,0.2924465988129554,0,1,0,0,0,50.85909200797291,202.48939173497368,175.20040557279884,939.2631577398317
Cluster 3,EMEA,0,1,55.913354241069094,115.7111753173983,302.57941110376186,44.7842432989911,380.55516664658,0.39,72,0.18322204487320648,0.8167779551267935,0,0,0,0,1,22.710118903583453,164.17548336789525,26.674331984499133,899.5433506078003
Cluster 3,EMEA,0,1,46.59011054272938,137.41480124847578,320.77019650805556,33.06456028518871,411.7531889248795,0.18,6,0.7486803635486604,0.2513196364513396,0,1,0,0,0,43.06516558273634,67.40344366055776,261.3569821856376,949.592857509329
Cluster 3,AMERICAS,1,0,497.70432959908936,23.280854960274347,20.105841224851467,178.01110916667255,30.878120139142556,0.26,4,0.4228980502489062,0.5771019497510939,0,0,0,1,0,77.52391875449581,80.40971348489836,51.24912351288179,749.9802550900303
Cluster 3,EMEA,1,0,347.416941703468,143.30538261836531,47.786629286843805,191.49123378940774,46.980898749275994,0.33,13,0.6,0.4,1,0,0,0,0,352.11512849105645,80.89844080098516,53.85388186900457,776.9810861473608
Cluster 3,APAC,0,1,94.1654878053844,68.85465205999121,341.6243669801251,29.02751272043835,434.8799303627963,0.32,55,0.8653501952055863,0.13464980479441369,0,0,1,0,0,70.302928402681,143.6660371867627,79.61974676783984,968.5519499287354
Cluster 3,EMEA,1,0,410.2319923832744,76.96321972228479,43.567215799211944,124.10193770677678,10.998866484681983,0.21,9,0.6,0.4,0,0,1,0,0,79.60429430040247,232.99317301559373,27.022519002068616,665.8632320962299
Cluster 3,AMERICAS,0,1,82.13011986006583,70.97216499759445,350.15392984221114,15.019451871966027,454.5542839330158,0.13,85,0.8113869400309685,0.18861305996903155,0,0,1,0,0,44.85902661777826,63.23303776688809,11.72399369961276,972.8299505048533
Cluster 3,AMERICAS,0,1,35.45210176034497,74.4156971190936,258.5032850952504,23.288222837892864,358.75518123487814,0.06,28,0.9078003372707477,0.09219966272925229,0,0,1,0,0,27.30789064302647,109.13090832249705,65.765433425043,750.41448804746
Cluster 3,APAC,1,0,355.4929359449908,56.61008547373213,48.53441281784151,101.54267439035381,38.641998929685776,0.3,60,0.7770451344639653,0.22295486553603472,0,0,1,0,0,49.85183228893637,102.20970524696962,40.90480319598798,600.822107556604
Cluster 3,AMERICAS,1,0,487.7992844171955,78.86578284741918,17.939642984213965,124.73271648477076,19.599574554798302,0.3,31,0.0008864029099276472,0.9991135970900723,0,0,0,0,1,32.199275422486586,144.1920504869467,69.57222693733104,728.9370012883977
Cluster 3,AMERICAS,1,0,335.43850020223823,58.25467576282486,14.591877090051204,241.22993654266617,41.36824697461067,0.21,53,0.2031168368453247,0.7968831631546753,0,0,0,1,0,87.05192491123691,121.35374232465452,78.17180009056459,690.8832365723911
Cluster 3,EMEA,1,0,354.3266362548739,44.779278299678474,17.38529829389477,151.3161431295391,27.198304791192868,0.34,86,0.6697760790983678,0.3302239209016322,0,1,0,0,0,20.523118197285232,186.430632312327,339.9799336492152,595.0056607691791
Cluster 3,EMEA,0,1,24.796497617099085,35.15579969224057,309.33913641442604,46.09652133144414,368.7915373115371,0.31,68,0.31884677290662766,0.6811532270933723,0,0,0,1,0,88.57174546267444,154.62860413943304,72.97209181528376,784.1794923667469
Cluster 3,APAC,1,0,302.16221672703927,127.45163964489035,42.039228016134594,115.66817771502271,33.07429524530801,0.21,56,0.7163711881274613,0.28362881187253874,0,0,1,0,0,30.364772573493983,229.13959263987448,80.5150072760731,620.395557348395
Cluster 3,APAC,0,1,57.9062688356309,33.424451153756294,234.50477538927242,32.71897189264322,359.27152270265765,0.38,54,0.7643709705395216,0.23562902946047837,0,0,1,0,0,12.8600635921592,206.41015385275165,31.606366643880985,717.8259899739605
Cluster 3,EMEA,0,1,72.28101303519892,79.53076927642363,245.30432520722115,34.55881225300931,350.5716236500222,0.25,54,0.844319865991573,0.15568013400842695,1,0,0,0,0,215.28797220788954,229.1768362385319,81.45364472739683,782.2465434218752
Cluster 3,EMEA,1,0,341.8118747413692,31.009484443789887,28.667724835376337,172.31981483797628,43.636348416116284,0.13,72,0.8461666294711364,0.1538333705288636,1,0,0,0,0,276.92221519575367,141.8248046573362,37.29573017643546,617.4452472746281
Cluster 3,AMERICAS,1,0,315.3136516867078,74.69895622957036,34.067286560731844,240.56634173795155,22.472085478230746,0.14,59,0.8053307420598761,0.1946692579401239,1,0,0,0,0,312.437762212905,192.95065528878916,16.16054073094151,687.1183216931922
Cluster 3,APAC,0,1,79.62148915576483,25.72524932050037,338.66703074694135,35.92943589528388,346.29601918259766,0.29,48,0.7707680350661713,0.2292319649338287,1,0,0,0,0,287.63534333327107,229.85207178493792,96.6035301948241,826.2392243010881
Cluster 3,APAC,1,0,435.16458502081474,105.56077715868454,12.804325585650279,159.28889731467368,17.271154688694477,0.1,16,0.24706678875516289,0.7529332112448371,0,0,0,1,0,25.13832901898664,225.8660431356948,60.13364619475316,730.0897397685177
Cluster 3,EMEA,0,1,33.61086701028511,60.696518858209096,367.2996981236067,12.008577267618211,392.92263376179415,0.18,57,0.7736745169736371,0.2263254830263629,0,0,1,0,0,38.334324641648394,58.61048054313371,80.28674772799917,866.5382950215132
Cluster 3,EMEA,1,0,329.2872513205632,128.28086302464965,31.61186127161229,226.69988636353364,27.252068253640584,0.18,23,0.8020493012926025,0.19795069870739745,0,1,0,0,0,32.45527717144676,159.49429797246373,204.8769210405175,743.1319302339994
Cluster 3,AMERICAS,1,0,307.85388284833044,55.35981869476629,10.255161736263627,246.7532180585285,48.6298883927899,0.19,41,0.7634462716241829,0.23655372837581712,0,1,0,0,0,83.8384138233118,138.11470560246147,176.48092269929091,668.8519697306787
Cluster 3,EMEA,0,1,99.12990734142835,23.350047839365647,320.7057613002242,36.38023926605308,437.60911141482575,0.09,73,0.6848131615413227,0.31518683845867734,0,0,1,0,0,30.040847121077647,111.44328340425417,59.18126875553119,917.175067161897
Cluster 3,APAC,0,1,60.887797084696814,77.49279594754269,359.44221451575254,38.969301904477966,438.0811443822144,0.17,41,0.7775026700711686,0.22249732992883142,1,0,0,0,0,246.99885550693833,216.03019659958363,95.34263840110714,974.8732538346844
Cluster 3,EMEA,1,0,473.6819047893868,140.44029373430402,26.785095312272414,107.59337084036112,11.575673347712776,0.25,18,0.8671886574951556,0.1328113425048444,0,1,0,0,0,95.20804316563328,206.3230958392798,212.74130241041306,760.0763380240371
Cluster 3,EMEA,1,0,379.53688288661095,146.59405373642943,31.76794650014809,141.28587715555125,38.37755458535899,0.15,7,0.6894743578849435,0.3105256421150565,0,0,1,0,0,27.500287998851974,68.63922391253894,46.94462146544991,737.5623148640988
Cluster 3,EMEA,0,1,30.347116390950642,126.24969058772078,386.0796840338651,13.814436850920142,390.0117278852451,0.17,76,0.7027079114008753,0.2972920885991247,0,1,0,0,0,39.879846481398864,182.55925484194432,324.1267762966981,946.5026557487017
Cluster 3,AMERICAS,0,1,45.51150837870314,88.89227630093028,232.2734716776766,32.87983513134371,461.08646585999725,0.32,29,0.23053996308368552,0.7694600369163145,0,0,0,1,0,42.49672537069335,131.6911162816965,71.17274951500107,860.643557348651
Cluster 3,EMEA,0,1,40.3779219295437,124.37065716942098,249.3039811275966,49.04130794400815,368.963521549234,0.17,36,0.8340508092742024,0.1659491907257976,1,0,0,0,0,358.1041020543347,78.22151880427022,59.10239096128598,832.0573897198034
Cluster 3,EMEA,0,1,76.41558526578329,66.861685668402,334.2541650458265,20.825757679270627,316.24592696133453,0.4,7,0.7297252223300614,0.27027477766993857,1,0,0,0,0,301.41648481205334,177.5803749105923,98.66570995816073,814.6031206206169
Cluster 3,AMERICAS,1,0,385.4972908180536,62.93700677527097,32.56927266738144,227.5861792022674,18.061135120252516,0.38,88,0.9278865813313394,0.07211341866866061,0,1,0,0,0,80.15650312816571,53.240079467893445,313.676084955907,726.6508845832259
Cluster 3,EMEA,1,0,339.00179608772316,104.77209804461458,41.23677425544362,218.71953113342784,34.098793228138206,0.23,19,0.34512253193185083,0.6548774680681492,0,0,0,0,1,39.18964396163662,185.29674990412087,63.48176445777375,737.8289927493474
Cluster 3,APAC,1,0,300.2692541913127,69.1531000723686,15.735814800435701,102.75792132273959,28.56266757618019,0.38,77,0.9311155868112598,0.06888441318874017,0,0,1,0,0,32.597209329865095,180.08504976477286,29.110057685820216,516.4787579630369
Cluster 3,EMEA,0,1,76.07361331374817,64.37142397350678,295.7056739839045,47.154381993822625,366.3943009471691,0.21,73,0.3478202261901758,0.6521797738098243,0,0,0,1,0,85.78140953560695,146.5426946153869,79.97099204641471,849.6993942121511
Cluster 3,APAC,1,0,359.18640588732325,106.29718173085426,48.612108945215994,107.56251604033137,45.615372834210646,0.25,24,0.0893237908600504,0.9106762091399496,0,0,0,1,0,85.58383169831396,75.49713602804924,82.01857129152212,667.2735854379356
Cluster 3,AMERICAS,1,0,442.9437667004072,58.13594478733128,31.018812294235726,204.6749178257755,46.01056444808282,0.33,33,0.9101956697397424,0.08980433026025758,1,0,0,0,0,316.2390847441913,100.72711110280765,78.0700842624598,782.7840060558326
Cluster 3,EMEA,0,1,67.03404397889761,97.1499797516141,203.24868864189074,39.1511221780259,364.7060824970983,0.28,14,0.0,1.0,0,0,0,0,1,38.64358372471533,228.8530236512828,68.04126147631203,771.2899170475266
Cluster 3,EMEA,0,1,10.002764696084418,112.57781596447865,271.31923519724114,20.17925326473041,302.5794939579051,0.24,40,0.8924334282991783,0.10756657170082173,0,1,0,0,0,83.10323088913077,126.80852767822009,283.2535722958077,716.6585630804396
Cluster 3,AMERICAS,1,0,318.9930550456753,60.93939779655644,13.86579337151009,126.53454262359759,49.49344634318184,0.21,29,0.897731851606433,0.10226814839356702,0,1,0,0,0,38.80245849061527,145.2922542478799,213.66081893846948,569.8262351805213
Cluster 3,APAC,1,0,363.0478869298902,37.31729013776173,35.29585025862034,119.24887932831467,33.1397003291732,0.29,20,0.33616610612470166,0.6638338938752983,0,0,0,0,1,54.99630927683096,196.04983790591425,65.7255461829253,588.0496069837602
Cluster 3,EMEA,1,0,361.50595909809124,83.96708361971207,41.860340788948335,134.88119974312826,19.041327871546084,0.24,26,0.7039203539162423,0.2960796460837577,1,0,0,0,0,354.3024123996975,180.38017311249212,84.91754650692275,641.255911121426
Cluster 3,AMERICAS,0,1,31.036671283306983,102.9106384399269,364.0135004111299,11.66315839386375,399.62598870960846,0.29,46,0.9089421924490051,0.09105780755099491,0,0,1,0,0,23.85275588046145,245.4063353090352,59.029500428450994,909.249957237836
Cluster 3,EMEA,0,1,67.6868975288882,80.60360684658241,237.98722729151217,38.069530955090286,411.2929274697644,0.18,37,0.42300005727191503,0.576999942728085,0,0,0,0,1,70.80966119863658,129.18744523918997,78.0628412280191,835.6401900918374
Cluster 3,APAC,1,0,410.0943554205881,122.70192940278466,22.719302053613397,186.9596749201288,23.82499974305606,0.34,29,0.6,0.4,0,1,0,0,0,24.573070596899235,181.6204436112984,349.5498778020401,766.300261540171
Cluster 3,APAC,0,1,88.53895649584499,78.77125758547757,397.16106417004113,10.007461126826524,422.79589125467874,0.27,38,0.6806457725564969,0.31935422744350306,0,1,0,0,0,75.74432297340695,77.07108699465681,189.52784411822603,997.2746306328689
Cluster 3,EMEA,1,0,416.3473294842373,72.19003128157561,23.523376374650454,119.02360338256283,25.669698022491126,0.11,17,0.8908336161081095,0.10916638389189048,0,1,0,0,0,29.342487824804728,58.39281468872686,222.7290717838899,656.7540385455173
Cluster 3,EMEA,1,0,460.6023763052641,90.23625611436474,13.17121138524767,184.877584046987,46.320741816866494,0.19,29,0.792433439567417,0.20756656043258304,1,0,0,0,0,286.5542968683638,169.13596483230592,17.25538646526416,795.2081696687301
Cluster 3,AMERICAS,0,1,55.22417891442389,46.10022671836822,263.0020744753463,41.65639002027903,483.15764789082544,0.18,53,0.19825949787102914,0.8017405021289709,0,0,0,1,0,39.07897314997035,247.5499078198377,39.31163218575579,889.1405180192429
Cluster 3,EMEA,1,0,381.084565027831,87.11682889569762,33.225809036385364,240.39058723728394,36.89002749176779,0.22,12,0.8844283228097418,0.11557167719025818,0,0,1,0,0,21.896169197848458,137.97112794276697,67.95609215028522,778.7078176889657
Cluster 3,EMEA,0,1,27.03552813244085,79.71308730407056,350.42573990871426,46.221553517156046,467.0745060568492,0.12,11,0.9208347817573563,0.07916521824264366,1,0,0,0,0,270.6205777876779,209.95667288915666,59.921832230953044,970.470414919231
Cluster 3,AMERICAS,0,1,50.084787338008496,21.89373011766626,249.47994941166917,44.651697439287254,332.9256856517338,0.2,51,0.9935320336598404,0.006467966340159559,0,0,1,0,0,26.635455815232245,61.917419470628744,64.3923387743294,699.0358499583649
Cluster 3,AMERICAS,1,0,408.59962652105384,68.59505415271032,35.01319838816932,101.8511569090561,15.718435104030085,0.31,29,0.7864145283611756,0.21358547163882435,0,0,1,0,0,45.801409683618836,152.34148942294016,53.49648564696927,629.7774710750195
Cluster 3,EMEA,1,0,394.886978724147,20.953439608703437,11.03237571452727,182.99359594345,30.817976166611437,0.4,9,0.30688457312838524,0.6931154268716148,0,0,0,1,0,14.382536355993679,69.60153695614821,13.965927541334326,640.6843661574392
Cluster 3,EMEA,0,1,50.60738723056513,62.95089157653015,317.8429228695711,28.171135871592902,390.31311732111504,0.38,89,0.8119600262667105,0.1880399737332895,0,0,1,0,0,42.232574487623,247.9010666768645,71.58828240328103,849.8854548693744
Cluster 3,AMERICAS,0,1,18.20265755002098,57.16706939025631,334.4779625597409,16.794903776179055,311.08317768844887,0.17,32,0.7676562132455397,0.23234378675446032,1,0,0,0,0,204.80100896897778,117.07432124349249,25.937402985756083,737.7257709646461
Cluster 3,EMEA,1,0,409.9728356728796,145.21067351845863,14.590143976553417,173.56127787782697,16.780163674642345,0.07,82,0.4040188564792752,0.5959811435207247,0,0,0,0,1,59.22359883869292,145.01797457335363,93.0190855290512,760.1150947203612
Cluster 3,EMEA,0,1,68.27121466709913,129.68815571834818,264.98455888132827,37.4918225033007,492.32316140923314,0.31,88,0.6297865600025299,0.37021343999747014,0,1,0,0,0,98.03986016739024,86.17838027577966,309.8315942209564,992.7589131793094
Cluster 3,EMEA,1,0,446.3124239122268,68.37562798142083,30.875373126317726,110.19599497291055,17.24902244198838,0.39,40,0.410407060928205,0.589592939071795,0,0,0,1,0,56.76505082227067,249.30526175972383,22.169558234156924,673.0084424348643
Cluster 3,APAC,1,0,302.21571051886195,114.92254893038796,32.87157263743922,165.1078264121435,15.102806982854835,0.19,6,0.6831258971506874,0.3168741028493126,0,1,0,0,0,53.542228587458254,133.6779066756667,221.56224986711862,630.2204654816875
Cluster 3,APAC,0,1,69.03129817885596,45.84582792186238,263.00210143668494,18.984097602995394,313.83071354370026,0.34,51,0.737590128767429,0.262409871232571,0,0,1,0,0,60.75036289498621,102.23248650217205,72.54578074087429,710.6940386840989
Cluster 3,APAC,1,0,402.6350164564072,36.965592752867174,27.62156639491979,147.59582161307299,46.47838336798533,0.07,28,0.31195569245984844,0.6880443075401516,0,0,0,1,0,10.581792201073949,149.24784438016277,35.70633897060188,661.2963805852525
Cluster 3,AMERICAS,1,0,320.93519410710667,36.71754317487183,32.95402391900107,109.135289964924,11.237235255742641,0.3,88,0.805166097685108,0.19483390231489195,1,0,0,0,0,239.25886046221342,54.51290234106945,87.54983962291908,510.97928642164624
Cluster 3,APAC,1,0,425.3936869057433,125.09133469952297,34.4658567755997,144.3621343892531,20.229748061932014,0.16,34,0.2432495066112876,0.7567504933887124,0,0,0,0,1,44.62593188567005,137.19903611411718,63.46445190101301,749.5427608320512
Cluster 3,APAC,0,1,17.341743305022934,31.412470817560795,234.36589207153168,30.72309992161379,342.79893573966274,0.15,73,0.9480108791954616,0.051989120804538436,1,0,0,0,0,372.6959789825626,111.76045506992307,36.41813132127944,656.6421418553919
Cluster 3,EMEA,0,1,89.75541646503937,79.607413084312,312.9181277866927,36.5210881489259,435.81332089912746,0.38,42,0.8674449402403669,0.1325550597596331,0,1,0,0,0,21.963523843718438,177.6977569598271,213.94863908153897,954.6153663840975
Cluster 3,EMEA,0,1,29.858595365957363,37.956288108232144,371.8223515293833,30.002330367643467,434.97864061083095,0.13,73,0.9081984809249942,0.09180151907500578,1,0,0,0,0,282.13652660205656,91.93805548604017,97.89049209906139,904.6182059820472
Cluster 3,APAC,1,0,374.7894268958135,135.2174681392433,16.054846850530996,122.78292585049454,23.14232599543194,0.07,2,0.3485549295302136,0.6514450704697864,0,0,0,0,1,66.88172875801928,195.2222518689274,43.02652663064804,671.9869937315143
Cluster 3,EMEA,1,0,449.0429485381669,50.18920981717461,26.213014425878136,140.3742356487444,17.945264554474765,0.32,88,0.8533746103741573,0.1466253896258427,0,1,0,0,0,39.13577430493813,203.0387667508784,178.6322715622386,683.7646729844388
Cluster 3,APAC,1,0,367.84813223476726,28.116072546111443,29.44694616419532,116.3520423461393,19.94159283709704,0.16,83,0.8717283581158776,0.12827164188412243,0,0,1,0,0,87.28283091201165,221.44618747395822,78.81858553463861,561.7047861283104
Cluster 3,EMEA,0,1,86.7996294902909,62.66080940596901,210.75446233239668,36.77427936962993,346.2559856631911,0.14,28,0.8312378210466572,0.16876217895334278,0,0,1,0,0,22.35700294440132,240.47735047974493,39.59403560637484,743.2451662614776
Cluster 3,APAC,1,0,474.2503254797305,57.62731634586707,41.32861818626715,220.48673569972092,49.46252456457642,0.26,72,0.38201581867554846,0.6179841813244515,0,0,0,1,0,88.5738832313683,83.771692674079,14.827131236874775,843.1555202761621
Cluster 3,AMERICAS,1,0,317.6304316273289,45.28955431190293,42.82208557022875,201.4966952229771,35.44189369356506,0.19,37,0.826477531097798,0.17352246890220202,0,0,1,0,0,51.48085043859237,215.7417967636013,84.6606444114745,642.6806604260026
Cluster 3,AMERICAS,1,0,393.75797610135817,111.7326015279676,46.88767712205137,121.2991389028127,22.16967455308783,0.1,82,0.7777279299223393,0.2222720700776607,1,0,0,0,0,209.4393403394758,242.2833239284099,71.12463114876066,695.8470682072777
Cluster 3,APAC,0,1,66.66655104447334,132.252999087985,226.45758953020766,49.10359841380173,416.52572920807313,0.4,13,0.8221477697675916,0.17785223023240837,0,1,0,0,0,42.147310059374036,118.81832356988842,254.10876746097168,891.0064672845408
Cluster 3,APAC,0,1,20.96992742790434,74.06197412303318,212.6259818415933,25.870202258221173,394.801253189689,0.21,89,0.47458713361351573,0.5254128663864843,0,0,0,0,1,47.997301049261026,207.01278420928622,27.614137608968417,728.3293388404411
Cluster 3,AMERICAS,0,1,22.36255713718068,55.99309603396159,209.2126127363955,47.23296299960457,432.15970593818207,0.31,81,0.8021060198364365,0.19789398016356352,0,0,1,0,0,92.86222607007576,119.00336798491323,14.92594362324873,766.9609348453245
Cluster 3,EMEA,0,1,19.486475736055024,91.99704728238433,302.5958699641815,21.25571928688652,464.44562251540214,0.31,18,0.8767476072520033,0.12325239274799671,0,1,0,0,0,73.5006440484722,111.54056267796877,198.4349300694941,899.7807347849096
Cluster 3,EMEA,0,1,74.68463019359821,34.37846785351091,207.11804616129527,49.77321210742859,346.5456697831104,0.07,88,0.2546207514835916,0.7453792485164084,0,0,0,1,0,82.21616060061919,118.24888995154413,49.97650661905299,712.5000260989434
Cluster 3,APAC,0,1,79.58651511328824,107.30640658206038,206.34449836320624,31.39866693637776,307.53954498297054,0.33,18,0.6374400633340549,0.3625599366659451,0,0,1,0,0,99.29220755307244,221.50612155038473,18.7630204412099,732.1756319779031
Cluster 3,AMERICAS,0,1,39.329320835421136,144.02549446015115,224.37590035627673,10.731002788940248,480.8270705156381,0.07,72,0.7210152560950746,0.27898474390492545,0,1,0,0,0,31.021062496174988,63.63732395309254,187.42485408210035,899.2887889564274
Cluster 3,APAC,0,1,42.69455167590096,77.02417503198713,395.49925164177864,42.31462582735925,447.48198886238924,0.24,65,0.6941496279004188,0.3058503720995812,0,1,0,0,0,38.83611575261934,82.85736865448186,306.6322861847394,1005.0145930394152
Cluster 3,EMEA,0,1,39.36539364120518,22.698544176115348,352.1771955343019,11.709584242478055,472.9304709205491,0.09,65,0.8220351829273546,0.17796481707264544,0,0,1,0,0,86.85485939276676,52.6457625810588,56.06024109125326,898.8811885146497
Cluster 3,AMERICAS,0,1,11.294311238573767,124.3875691701835,396.15876108291695,34.23704781656989,400.7416774168141,0.36,68,0.45799401079434465,0.5420059892056553,0,0,0,0,1,63.29992593982964,190.18707300359983,27.48462139016213,966.8193667250582
Cluster 3,APAC,1,0,447.8938466477455,103.9194663333679,16.230930423206807,182.05680184233665,13.497860071995419,0.18,45,0.21757288226829904,0.7824271177317009,0,0,0,1,0,97.26543450139042,196.94171405300514,72.96368797211754,763.5989053186522
Cluster 3,AMERICAS,0,1,22.707915718346644,119.25705967686758,221.7365078749384,49.25030309565108,376.323299821827,0.32,26,0.9300494152330806,0.0699505847669194,1,0,0,0,0,326.6526403218821,140.05649676630517,57.799854670377485,789.2750861876307
Cluster 3,AMERICAS,0,1,82.74413900946504,28.97480179847874,266.95780837813584,22.548124990286247,427.1290643905227,0.17,71,0.39244101872749937,0.6075589812725006,0,0,0,1,0,59.67427249544198,98.36763908307063,48.33977675215853,828.3539385668885
Cluster 3,AMERICAS,0,1,67.85155634556781,98.12291298990347,339.21597231340786,24.500079381260527,464.7995303759957,0.12,59,0.8493654847643152,0.15063451523568483,0,0,1,0,0,19.887680236670466,226.73679353759795,40.86366964832763,994.4900514061353
Cluster 3,APAC,0,1,61.82072764969704,130.97509136234456,345.057416870911,24.41576160216445,317.41424111546166,0.12,88,0.7210661494280326,0.2789338505719674,1,0,0,0,0,217.95190011203144,232.16525293726303,10.544233886558057,879.6832386005788
